Дата,Категория,Продукт,Цена,Количество,Выручка,Регион,Тип клиента
2023-05-29,Книги,Роман,12194,7,85358,Екатеринбург,Постоянный
2024-08-08,Спорт,Форма,62241,4,248964,Екатеринбург,Новый
2023-12-06,Одежда,Кроссовки,43709,3,131127,СПб,Новый
2023-01-03,Спорт,Велосипед,92874,4,371496,СПб,Новый
2023-11-27,Одежда,Платье,35798,3,107394,Новосибирск,Новый
2024-12-23,Электроника,Смартфон,26274,6,157644,СПб,Постоянный
2024-07-07,Книги,Роман,22555,9,202995,Москва,Постоянный
2023-07-08,Спорт,Мяч,16310,6,97860,Новосибирск,Новый
2023-05-05,Книги,Роман,11553,1,11553,Новосибирск,Новый
2024-03-04,Электроника,Смартфон,56431,4,225724,Новосибирск,Постоянный
2024-02-19,Одежда,Кроссовки,93940,1,93940,Екатеринбург,Новый
2024-12-29,Спорт,Форма,95248,9,857232,Москва,Новый
2023-08-13,Электроника,Ноутбук,12254,8,98032,Новосибирск,Новый
2024-06-13,Дом и сад,Мебель,9908,6,59448,Москва,Постоянный
2024-12-20,Дом и сад,Посуда,89209,9,802881,Новосибирск,Новый
2024-05-26,Одежда,Футболка,63813,5,319065,Москва,Постоянный
2024-02-21,Одежда,Платье,81391,4,325564,Новосибирск,Новый
2023-03-25,Спорт,Гантели,86456,3,259368,СПб,Новый
2023-11-07,Спорт,Коврик,42627,2,85254,Казань,Постоянный
2023-05-05,Одежда,Футболка,97644,10,976440,Москва,Новый
2023-09-27,Электроника,Умные часы,73539,8,588312,СПб,Постоянный
2024-08-22,Дом и сад,Текстиль,724,5,3620,СПб,Новый
2024-07-24,Электроника,Ноутбук,26048,3,78144,Казань,Постоянный
2024-10-17,Одежда,Куртка,85910,4,343640,Екатеринбург,Новый
2023-07-07,Спорт,Гантели,4312,5,21560,СПб,Новый
2023-04-23,Книги,Детектив,56269,7,393883,Казань,Новый
2023-03-12,Спорт,Мяч,48313,2,96626,Москва,Новый
2023-06-30,Спорт,Мяч,46930,3,140790,Казань,Постоянный
2024-07-17,Спорт,Коврик,53492,3,160476,СПб,Новый
2023-09-01,Книги,Роман,14292,1,14292,Новосибирск,Постоянный
2023-07-10,Одежда,Футболка,39272,9,353448,Москва,Постоянный
2023-10-18,Одежда,Джинсы,56975,9,512775,СПб,Новый
2024-06-22,Дом и сад,Текстиль,95780,4,383120,СПб,Новый
2024-03-07,Спорт,Гантели,76136,3,228408,Новосибирск,Новый
2024-02-05,Книги,Фантастика,5157,2,10314,Екатеринбург,Постоянный
2023-09-05,Одежда,Куртка,87993,3,263979,Москва,Постоянный
2024-07-28,Книги,Фантастика,20255,1,20255,Казань,Новый
2024-05-26,Одежда,Футболка,67975,5,339875,Екатеринбург,Новый
2024-03-10,Дом и сад,Текстиль,50862,2,101724,Новосибирск,Постоянный
2023-11-30,Книги,Фантастика,12517,4,50068,Москва,Постоянный
2023-09-08,Электроника,Планшет,73847,2,147694,Москва,Постоянный
2023-02-11,Электроника,Планшет,16412,8,131296,СПб,Новый
2023-10-03,Книги,Детектив,97323,9,875907,Казань,Постоянный
2023-09-04,Электроника,Наушники,15446,1,15446,Екатеринбург,Новый
2023-03-04,Спорт,Гантели,9569,10,95690,Екатеринбург,Постоянный
2023-06-30,Спорт,Коврик,68140,3,204420,Казань,Постоянный
2024-04-06,Книги,Роман,55552,1,55552,Новосибирск,Новый
2024-11-26,Дом и сад,Декор,12494,1,12494,Екатеринбург,Новый
2023-09-02,Книги,Роман,38082,9,342738,Казань,Постоянный
2023-02-27,Электроника,Наушники,44235,1,44235,Казань,Новый
2023-03-25,Электроника,Наушники,81494,1,81494,Новосибирск,Новый
2024-01-05,Электроника,Ноутбук,57379,7,401653,Казань,Постоянный
2023-07-24,Спорт,Мяч,65205,9,586845,СПб,Постоянный
2024-11-03,Спорт,Велосипед,64191,4,256764,Казань,Постоянный
2023-07-29,Спорт,Гантели,21070,7,147490,Казань,Новый
2024-09-28,Дом и сад,Инструменты,39389,1,39389,Москва,Новый
2023-08-25,Книги,Учебник,11291,3,33873,Екатеринбург,Новый
2024-09-10,Электроника,Ноутбук,75083,10,750830,Москва,Постоянный
2023-01-16,Электроника,Наушники,1223,5,6115,Казань,Новый
2024-07-03,Одежда,Футболка,82869,3,248607,Казань,Новый
2024-06-21,Электроника,Наушники,22672,3,68016,Екатеринбург,Постоянный
2024-01-26,Одежда,Куртка,11514,2,23028,Казань,Новый
2023-04-05,Спорт,Форма,67983,7,475881,СПб,Постоянный
2023-02-20,Дом и сад,Инструменты,79354,6,476124,Новосибирск,Новый
2023-02-28,Одежда,Джинсы,37039,10,370390,Екатеринбург,Постоянный
2024-07-27,Дом и сад,Посуда,66802,9,601218,Екатеринбург,Новый
2023-12-18,Электроника,Наушники,5573,3,16719,Екатеринбург,Постоянный
2024-11-09,Книги,Роман,92281,8,738248,Новосибирск,Постоянный
2024-06-07,Электроника,Умные часы,36229,2,72458,Екатеринбург,Новый
2024-08-10,Спорт,Коврик,13656,9,122904,Новосибирск,Новый
2023-02-06,Книги,Детектив,50944,9,458496,Казань,Постоянный
2023-05-23,Книги,Роман,77243,5,386215,Казань,Новый
2023-12-25,Книги,Фантастика,41777,5,208885,Новосибирск,Новый
2023-09-24,Спорт,Форма,31401,2,62802,Екатеринбург,Новый
2024-11-29,Одежда,Футболка,98785,2,197570,Москва,Постоянный
2023-11-24,Одежда,Куртка,10574,7,74018,СПб,Постоянный
2023-06-17,Дом и сад,Мебель,15825,8,126600,Новосибирск,Новый
2024-10-19,Одежда,Джинсы,92249,3,276747,Екатеринбург,Новый
2023-01-16,Электроника,Наушники,86862,6,521172,Казань,Постоянный
2024-06-11,Электроника,Смартфон,55343,3,166029,Москва,Новый
2023-09-09,Электроника,Ноутбук,75175,1,75175,Новосибирск,Постоянный
2024-06-10,Дом и сад,Декор,86021,4,344084,СПб,Новый
2024-07-31,Дом и сад,Мебель,70367,6,422202,Екатеринбург,Постоянный
2024-08-13,Одежда,Кроссовки,77495,10,774950,Москва,Новый
2024-12-24,Дом и сад,Инструменты,12576,1,12576,Новосибирск,Новый
2024-04-12,Книги,Роман,88140,3,264420,Екатеринбург,Постоянный
2024-08-01,Электроника,Смартфон,85155,4,340620,Москва,Постоянный
2023-11-03,Одежда,Кроссовки,22382,3,67146,Казань,Постоянный
2023-05-01,Дом и сад,Текстиль,73326,8,586608,Москва,Постоянный
2024-07-05,Электроника,Умные часы,19864,2,39728,Москва,Постоянный
2024-06-15,Книги,Биография,25831,6,154986,СПб,Новый
2024-10-20,Дом и сад,Посуда,22948,4,91792,Екатеринбург,Новый
2024-02-03,Электроника,Планшет,58233,3,174699,Москва,Постоянный
2023-05-14,Одежда,Футболка,72240,6,433440,СПб,Постоянный
2024-02-26,Книги,Фантастика,89781,9,808029,Москва,Постоянный
2023-12-28,Дом и сад,Мебель,46736,2,93472,СПб,Новый
2023-03-02,Книги,Биография,18106,5,90530,СПб,Постоянный
2024-08-12,Одежда,Куртка,19345,2,38690,СПб,Постоянный
2024-06-16,Одежда,Куртка,25714,6,154284,Екатеринбург,Постоянный
2023-12-18,Дом и сад,Посуда,47403,5,237015,Новосибирск,Постоянный
2024-08-30,Одежда,Куртка,8125,4,32500,Москва,Постоянный
2023-05-30,Электроника,Смартфон,56068,6,336408,Новосибирск,Постоянный
2024-01-13,Дом и сад,Инструменты,29110,3,87330,Казань,Новый
2024-05-08,Одежда,Кроссовки,24472,7,171304,Екатеринбург,Постоянный
2024-06-08,Книги,Роман,12207,8,97656,СПб,Постоянный
2023-03-07,Книги,Биография,63694,5,318470,Екатеринбург,Постоянный
2023-09-06,Спорт,Гантели,85380,2,170760,Москва,Новый
2023-02-06,Дом и сад,Инструменты,78671,3,236013,Москва,Новый
2024-11-03,Электроника,Смартфон,75577,4,302308,Москва,Постоянный
2023-11-05,Электроника,Умные часы,74203,6,445218,Москва,Постоянный
2024-01-26,Одежда,Джинсы,87058,8,696464,Казань,Новый
2023-10-02,Спорт,Велосипед,86536,9,778824,СПб,Постоянный
2023-07-22,Одежда,Куртка,38972,9,350748,Москва,Новый
2023-09-27,Спорт,Мяч,62030,2,124060,Новосибирск,Постоянный
2024-06-02,Одежда,Футболка,99010,3,297030,Екатеринбург,Постоянный
2023-09-03,Дом и сад,Текстиль,11304,2,22608,Москва,Новый
2024-07-10,Одежда,Кроссовки,84401,7,590807,Екатеринбург,Новый
2024-09-07,Книги,Учебник,75559,3,226677,СПб,Новый
2023-03-24,Спорт,Велосипед,27457,6,164742,Москва,Новый
2024-05-27,Одежда,Платье,88116,6,528696,СПб,Постоянный
2024-08-05,Книги,Роман,12294,5,61470,Москва,Новый
